name	compactsave	version	level	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Recipe: Greater Cold Resistance Potion	1	100	0	0			4	1	0	1	150		17p	17p	17p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p17recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Lightning Resistance Potion	1	100	0	0			4	1	0	1	150		18p	18p	18p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p18recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Strength Booster	1	100	0	0			4	1	0	1	150		19p	19p	19p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p19recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Defense Booster	1	100	0	0			4	1	0	1	150		20p	20p	20p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p20recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Antifreeze Serum	1	100	0	0			4	1	0	1	150		21p	21p	21p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p21recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Frozen Heart	1	100	0	0			4	1	0	1	150		22p	22p	22p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p22recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Holy Water	1	100	0	0			4	1	0	1	150		23p	23p	23p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p23recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Phase Phial	1	100	0	0			4	1	0	1	150		24p	24p	24p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p24recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Ultimate Antivenom	1	100	0	0			4	1	0	1	150		25p	25p	25p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p25recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Damage Booster	1	100	0	0			4	1	0	1	150		26p	26p	26p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p26recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Energy Booster	1	100	0	0			4	1	0	1	150		27p	27p	27p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p27recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Vitality Booster	1	100	0	0			4	1	0	1	150		28p	28p	28p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p28recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Health Booster	1	100	0	0			4	1	0	1	150		29p	29p	29p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p29recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Mana Booster	1	100	0	0			4	1	0	1	150		30p	30p	30p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p30recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Potion of Wealth	1	100	0	0			4	1	0	1	150		31p	31p	31p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p31recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Lucky Potion	1	100	0	0			4	1	0	1	150		32p	32p	32p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p32recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Speed Booster	1	100	0	0			4	1	0	1	150		33p	33p	33p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p33recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Spiny Serum	1	100	0	0			4	1	0	1	150		34p	34p	34p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p34recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Damage Booster	1	100	0	0			4	1	0	1	150		35p	35p	35p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p35recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Lifeforce Serum	1	100	0	0			4	1	0	1	200		36p	36p	36p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p36recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Manaforce Serum	1	100	0	0			4	1	0	1	200		37p	37p	37p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p37recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Mana Booster	1	100	0	0			4	1	0	1	150		38p	38p	38p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p38recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Health Booster	1	100	0	0			4	1	0	1	150		39p	39p	39p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p39recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Status Symbol	1	100	0	0			4	1	0	1	300		40p	40p	40p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p40recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
St. Marshall's Wort	1	100	1	1			1	1	0	1	5		h01	h01	h01	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Kingsnettle	1	100	4	1			1	1	0	1	10		h02	h02	h02	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ancient's Grain	1	100	9	1			1	1	0	1	15		h03	h03	h03	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Marigolds	1	100	12	1			1	1	0	1	20		h04	h04	h04	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Skulkweed	1	100	17	1			1	1	0	1	25		h05	h05	h05	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blight Petals	1	100	20	1			1	1	0	1	25		h06	h06	h06	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tea Leaves	1	100	24	1			1	1	0	1	25		h07	h07	h07	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Phrozenwort	1	100	29	1			1	1	0	1	25		h08	h08	h08	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Netherweed	1	100	36	1			1	1	0	1	25		h09	h09	h09	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ghost Flowers	1	100	41	1			1	1	0	1	25		h10	h10	h10	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mint	1	100	53	1			1	1	0	1	25		h11	h11	h11	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Inkroot	1	100	59	1			1	1	0	1	25		h12	h12	h12	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Devilmoss	1	100	67	1			1	1	0	1	25		h13	h13	h13	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rabbit's Diet	1	100	70	1			1	1	0	1	25		h14	h14	h14	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Everblossom	1	100	72	1			1	1	0	1	25		h15	h15	h15	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Black Dahlia	1	100	75	1			1	1	0	1	80		h16	h16	h16	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	xhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	1	1			4	1	0	1	1		uh1	uh1	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	4	1			4	1	0	1	1		uh2	uh2	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	9	1			4	1	0	1	1		uh3	uh3	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	12	1			4	1	0	1	1		uh4	uh4	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	17	1			4	1	0	1	1		uh5	uh5	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	20	1			4	1	0	1	1		uh6	uh6	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	24	1			4	1	0	1	1		uh7	uh7	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	29	1			4	1	0	1	1		uh8	uh8	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	36	1			4	1	0	1	1		uh9	uh9	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	41	1			4	1	0	1	1		uhA	uhA	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	53	1			4	1	0	1	1		uhB	uhB	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	59	1			4	1	0	1	1		uhC	uhC	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	67	1			4	1	0	1	1		uhD	uhD	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	70	1			4	1	0	1	1		uhE	uhE	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	72	1			4	1	0	1	1		uhF	uhF	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Herb	1	100	75	1			4	1	0	1	1		uhG	uhG	uh0	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	yhrb		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	1	1			4	1	0	1	1		up1	up1	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	2	1			4	1	0	1	1		up2	up2	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	4	1			4	1	0	1	1		up3	up3	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	6	1			4	1	0	1	1		up4	up4	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	8	1			4	1	0	1	1		up5	up5	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	10	1			4	1	0	1	1		up6	up6	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	12	1			4	1	0	1	1		up7	up7	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	14	1			4	1	0	1	1		up8	up8	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	16	1			4	1	0	1	1		up9	up9	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	18	1			4	1	0	1	1		upA	upA	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	20	1			4	1	0	1	1		upB	upB	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	22	1			4	1	0	1	1		upC	upC	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	24	1			4	1	0	1	1		upD	upD	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	26	1			4	1	0	1	1		upE	upE	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Recipe (potion)	1	100	28	1			4	1	0	1	1		upF	upF	ur0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	yrec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	UnidentifiedReagant		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
